State,Year,Beach ID,Beach Name,County,Beach Access,Beach Owner,BeachLength (Mi),Tier,Start Latitude,Start Longitude,End Latitude,End Longitude,Waterbody Name,Waterbody Type,AdvisoryReportingFrequency(to EPA),AdvisoryReportingFrequencyUnits
MA,2021,MA368655,Bass River East,BARNSTABLE,Public,Public,0.07,2,41.64428,-70.19883,41.64437,-70.19753,,,,
MA,2021,MA710318,Bass River West,BARNSTABLE,Public,Public,0.08,2,41.64414,-70.20033,41.64428,-70.19883,,,,
MA,2021,MA753563,Baxter Avenue,BARNSTABLE,Public,Public,0.124,2,41.64531,-70.26161,41.64585,-70.2594,,,,
MA,2021,MA106012,Bay Road,BARNSTABLE,Public,Public,0.008,2,41.64364,-70.2529,41.64359,-70.25278,,,,
MA,2021,MA532805,Bay View Road,BARNSTABLE,null,,0.323,,41.83048422,-70.00430651,41.8351787,-70.00426913,Atlantic Ocean,Open Coast,,
MA,2021,MA180373,Bay Village Association,BARNSTABLE,null,,0.066,,42.0333555,-70.09615412,42.03431439,-70.09716487,Atlantic Ocean,Open Coast,,
MA,2021,MA730450,Bayshore Homeowners Association,BARNSTABLE,Private,Private,0.534,2,41.63133,-70.64348,41.63514,-70.64308,,,,
MA,2021,MA736353,Bayview,BARNSTABLE,null,,0.093,2,41.74259,-70.2174,41.74299,-70.21568,,,,
MA,2021,MA381329,Bayview,BARNSTABLE,Public,Public,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA326666,Bayview Street,BARNSTABLE,Public,Public,0.08,2,41.64676,-70.2727,41.64752,-70.27356,,,,
MA,2021,MA640852,Beach Point Landing,BARNSTABLE,Public,Public,0.8,2,42.04973,-70.11881,42.04206,-70.10624,,,,
MA,2021,MA398876,Beachwood,BARNSTABLE,null,,0.013,,41.64175919,-70.20936335,41.64157512,-70.20977898,Atlantic Ocean,Open Coast,,
MA,2021,MA683774,Belmont Road,BARNSTABLE,null,,0.036,,41.65549612,-70.11665201,41.65554111,-70.11742359,Atlantic Ocean,Open Coast,,
MA,2021,MA946681,Berry Avenue,BARNSTABLE,null,,0.009,,41.64015076,-70.24649037,41.63998284,-70.24668802,Atlantic Ocean,Open Coast,,
MA,2021,MA909064,Bikepath Beach (Trunk River) - East,BARNSTABLE,Public,Public,0.13,2,41.53454,-70.64149,41.53569,-70.63972,,,,
MA,2021,MA946610,Bikepath Beach (Trunk River) - West,BARNSTABLE,Public,Public,0.21,2,41.53228,-70.64444,41.53449,-70.64159,,,,
MA,2021,MA184487,Birch Lane,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA813829,Boat Meadow,BARNSTABLE,Public,Public,0.14,2,41.80652,-70.00281,41.80794,-70.001,,,,
MA,2021,MA301176,Bone Hill,BARNSTABLE,Public,Public,0.009,2,41.71073002,-70.27620942,41.71083099,-70.27594566,,,,
MA,2021,MA366029,Bowerman Beach Club,BARNSTABLE,Private,Private,0.12,2,41.59782,-70.64864,41.59622,-70.64764,,,,
MA,2021,MA695584,Breakwater Landing,BARNSTABLE,Public,Public,0.24,2,41.76858,-70.08454,41.77055,-70.07975,,,,
MA,2021,MA824643,Brewster Dunes,BARNSTABLE,Private,Private,0.096,2,41.77396,-70.06142,41.77448,-70.05972,,,,
MA,2021,MA695343,Brewster Park Sunhouse,BARNSTABLE,null,,0.108,,41.76606555,-70.09754328,41.76673175,-70.09561187,Atlantic Ocean,Open Coast,,
MA,2021,MA260834,Briarwood Marine and Science,BARNSTABLE,Private,Private,0.064,2,41.70935,-70.61694,41.70844,-70.61718,,,,
MA,2021,MA369431,Bridge Street,BARNSTABLE,Public,Public,0.05,2,41.6216605,-70.39287623,41.62150175,-70.39397041,Atlantic Ocean,Open Coast,,
MA,2021,MA703173,Bristol - East,BARNSTABLE,Public,Public,0.234,2,41.5456,-70.58488,41.54469,-70.58052,,,,
MA,2021,MA862458,Bristol - West,BARNSTABLE,Public,Public,0.164,2,41.54584,-70.59041,41.5456,-70.58728,,,,
MA,2021,MA823214,Brooks Road,BARNSTABLE,Public,Public,0.05,3,41.66169,-70.09455,41.6612,-70.08966,,,,
MA,2021,MA532575,Bucks Creek,BARNSTABLE,Public,Public,0.18,2,41.67262,-70.00648,41.67156,-70.00399,,,,
MA,2021,MA380639,Burton Baker,BARNSTABLE,Public,Public,0.02,2,41.91838,-70.0312,41.91821,-70.03087,,,,
MA,2021,MA783059,CRYSTAL LAKE,BARNSTABLE,null,,,,,,,,"Crystal Lake, Osterville",,,
MA,2021,MA523978,Cahoon Hollow,BARNSTABLE,Public,Public,0.174,2,41.9454,-69.98456,41.94311,-69.98313,,,,
MA,2021,MA824315,Callies Beach,BARNSTABLE,Public,Public,0.313,3,41.55823,-70.51519,41.55378,-70.51571,,,,
MA,2021,MA113854,Campground,BARNSTABLE,Public,Public,0.034,2,41.85122,-70.00637,41.85073,-70.00624,,,,
MA,2021,MA457664,Cape Breeze,BARNSTABLE,null,,0.035,,42.04869109,-70.11728177,42.04902821,-70.11799026,Atlantic Ocean,Open Coast,,
MA,2021,MA111392,Cape Cod Sea Camps (Bay),BARNSTABLE,Public,Private,0.224,2,41.77862,-70.04663,41.78018,-70.04282,,,,
MA,2021,MA672665,Carleton Shores,BARNSTABLE,Private,Private,0.122,2,41.74257,-70.40261,41.74232,-70.40107,,,,
MA,2021,MA216020,Cataumet Harbor,BARNSTABLE,Public,Public,0.065,2,41.66461,-70.62023,41.66388,-70.61947,,,,
MA,2021,MA485433,Cedar Point Association,BARNSTABLE,Private,Private,0.047,2,41.6817,-70.6202,41.68104,-70.62014,,,,
MA,2021,MA876458,Chapin 4x4,BARNSTABLE,null,,0.728,,41.72704874,-70.23947254,41.7342602,-70.23337051,Atlantic Ocean,Open Coast,,
MA,2021,MA841187,Chapin Memorial,BARNSTABLE,Public,Public,0.91,2,41.72598,-70.23896,41.7362,-70.22846,,,,
MA,2021,MA626369,Chapoquoit,BARNSTABLE,Public,Public,0.25,2,41.60094,-70.65029,41.59782,-70.64864,,,,
MA,2021,MA465792,Chapoquoit Associates - Front Beach,BARNSTABLE,Private,Private,0.191,2,41.60337,-70.65203,41.60094,-70.65029,,,,
MA,2021,MA305868,Chapoquoit Associates - Little Beach,BARNSTABLE,Private,Private,0.118,2,41.60559,-70.64653,41.60475,-70.64465,,,,
MA,2021,MA201316,Chatham Bars Inn,BARNSTABLE,Public,Private,0.184,2,41.68765,-69.95096,41.68502,-69.95055,,,,
MA,2021,MA912395,Chequesset Yacht and Country Club,BARNSTABLE,Private,Private,0.082,2,41.92888,-70.05294,41.92924,-70.05142,,,,
MA,2021,MA336880,Clipper Lane,BARNSTABLE,Public,Public,0.02,2,41.67466,-70.13048,41.67478,-70.13017,,,,
MA,2021,MA193100,Coast Guard (National Seashore),BARNSTABLE,Public,Public,1.251,2,41.84978,-69.94779,41.83185,-69.94388,,,,
MA,2021,MA452060,Coast Guard - 1,BARNSTABLE,Public,Public,0.62,2,41.84996058,-69.94712226,41.83236764,-69.94184809,Atlantic Ocean,Open Coast,,
MA,2021,MA795212,Coast Guard - 2,BARNSTABLE,Public,Public,0.62,2,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA752288,Coast Guard Town,BARNSTABLE,Public,Public,0.49,3,42.05084,-70.07566,42.04681,-70.06845,,,,
MA,2021,MA139297,Cobbs Pond Condos,BARNSTABLE,null,,0.096,,41.76830749,-70.09161197,41.76862879,-70.08993117,Atlantic Ocean,Open Coast,,
MA,2021,MA633929,Cockle Cove,BARNSTABLE,Public,Public,0.056,2,41.67261,-70.01144,41.67247,-70.01043,,,,
MA,2021,MA028505,Cockle Cove Creek at Parking Lot,BARNSTABLE,Public,Public,0.08,2,41.67306,-70.01133,41.67294,-70.00802,,,,
MA,2021,MA923646,Cockle Cove Creek at Ridgevale Bridge,BARNSTABLE,Public,Public,0.19,2,41.67294,-70.00802,41.67275,-70.00655,,,,
MA,2021,MA503949,Cold Storage,BARNSTABLE,Public,Public,0.172,2,41.75634,-70.15362,41.757,-70.15041,,,,
MA,2021,MA833228,Cold Storage/Pond Village,BARNSTABLE,Public,Public,0.035,3,42.03789,-70.1011,42.03055,-70.09396,,,,
MA,2021,MA562661,Cole Road,BARNSTABLE,Public,Public,0.05,2,41.83093,-70.00415,41.83023,-70.00415,,,,
MA,2021,MA906095,Collins Landing,BARNSTABLE,null,,0.038,,41.80049528,-69.97984309,41.80003143,-69.98022776,Atlantic Ocean,Open Coast,,
MA,2021,MA447546,Colonial Acres East,BARNSTABLE,Public,Public,0.14,2,41.64587,-70.25684,41.64472,-70.25459,,,,
MA,2021,MA307654,Colonial Acres West,BARNSTABLE,Public,Public,0.04,2,41.64612,-70.25754,41.64587,-70.25684,,,,
MA,2021,MA920751,Columbus Avenue,BARNSTABLE,Public,Public,0.011,2,41.64194,-70.25097,41.6418,-70.25089,,,,
MA,2021,MA408301,Cook's Brook,BARNSTABLE,Public,Public,0.09,2,41.86547,-70.00823,41.86415,-70.00811,,,,
MA,2021,MA948260,Cordwood Road,BARNSTABLE,Public,Public,0.02,2,41.627146,-70.419042,41.627,-70.41866,Atlantic Ocean,Open Coast,,
MA,2021,MA289622,Corn Hill,BARNSTABLE,Public,Public,0.128,3,42.00121,-70.0809,41.9994,-70.08037,,,,
MA,2021,MA992505,Corporation,BARNSTABLE,Public,Public,0.189,2,41.75182,-70.18874,41.75051,-70.18586,,,,
MA,2021,MA213542,Cotuit Bay Shores Association,BARNSTABLE,Private,Private,0.071,2,41.63319,-70.41272,41.63245,-70.41191,,,,
MA,2021,MA902745,Court Street,BARNSTABLE,Public,Public,0.025,2,42.04815,-70.18877,42.04844,-70.18848,,,,
MA,2021,MA341447,Covell's,BARNSTABLE,Public,Public,0.122,2,41.63561,-70.33496,41.63516,-70.33278,,,,
MA,2021,MA613743,Craigville,BARNSTABLE,Public,Public,0.35,2,41.63637,-70.34238,41.63567,-70.33577,,,,
MA,2021,MA425772,Craigville Beach Club,BARNSTABLE,Private,Private,0.06,2,41.63629,-70.34353,41.63637,-70.34238,,,,
MA,2021,MA348825,Cranberry Cottages,BARNSTABLE,null,,0.087,,41.84003367,-70.00466129,41.84124374,-70.00486229,Atlantic Ocean,Open Coast,,
MA,2021,MA302057,Cranberry Hill,BARNSTABLE,Private,Private,0.04,2,42.01609,-70.08557,42.01659,-70.08579,,,,
MA,2021,MA394028,Crocker's Neck,BARNSTABLE,Public,Public,0.053,2,41.59721647,-70.45722673,41.59749352,-70.45816472,,,,
MA,2021,MA604733,Crosby Landing,BARNSTABLE,Public,Public,0.666,2,41.78328,-70.03579,41.78673,-70.02449,,,,
MA,2021,MA565565,Cross Street,BARNSTABLE,Public,Public,0.022,2,41.60921,-70.4349,41.60941,-70.43458,,,,
MA,2021,MA837294,Crow's Nest (496 Shore Rd),BARNSTABLE,Private,Private,0.65,2,42.057,-70.138,42.05272,-70.12639,,,,
MA,2021,MA876335,Crowes,BARNSTABLE,null,,0.644,,41.76009384,-70.13292659,41.75735167,-70.12500206,Atlantic Ocean,Open Coast,,
MA,2021,MA152165,DEANS POND,BARNSTABLE,null,,,,,,,,Deans Pond,,,
MA,2021,MA567346,DENNIS POND,BARNSTABLE,null,,0.053,,,,,,Dennis Pond,,,
MA,2021,MA914935,Day's Cottages,BARNSTABLE,null,,0.159,,42.04738223,-70.11474272,42.04869109,-70.11728177,Atlantic Ocean,Open Coast,,
MA,2021,MA507821,Doane Landing,BARNSTABLE,null,,0.073,,41.795518,-69.94593332,41.79688771,-69.94610665,Atlantic Ocean,Open Coast,,
MA,2021,MA634415,Dowses,BARNSTABLE,Public,Public,0.465,2,41.62063,-70.36727,41.62342,-70.3666,,,,
MA,2021,MA325595,Duck Harbor,BARNSTABLE,Public,Public,0.178,2,41.94798,-70.07685,41.94544,-70.07683,,,,
MA,2021,MA156826,Dune's Colony (648 Shore Rd),BARNSTABLE,Private,Private,0.441,2,42.0605,-70.1482,42.058,-70.1409,,,,
MA,2021,MA986690,Dunes Association,BARNSTABLE,null,,0.125,,41.84124374,-70.00486229,41.84307848,-70.00518516,Atlantic Ocean,Open Coast,,
MA,2021,MA957865,Dyer Prince,BARNSTABLE,Public,Public,0.469,2,41.80287,-70.00687,41.80175,-70.00544,,,,
MA,2021,MA472170,Earle Road,BARNSTABLE,Public,Public,0.055,3,41.6614,-70.09703,41.66146,-70.09596,,,,
MA,2021,MA245042,East Sandwich,BARNSTABLE,Public,Public,0.914,2,41.75387,-70.44706,41.74942,-70.43038,,,,
MA,2021,MA224544,Electric Avenue,BARNSTABLE,Public,Public,0.052,3,41.74899,-70.62027,41.74841,-70.61963,,,,
MA,2021,MA771599,Ellis Landing,BARNSTABLE,Public,Public,0.1,2,41.77581,-70.05503,41.77643,-70.05337,,,,
MA,2021,MA282126,Ellis Landing Park Condominiums,BARNSTABLE,Private,Private,0.12,2,41.775,-70.0572,41.77581,-70.05503,,,,
MA,2021,MA124039,Englewood,BARNSTABLE,Public,Public,0.043,2,41.64001,-70.24735,41.64049,-70.24685,,,,
MA,2021,MA804678,Estey Avenue,BARNSTABLE,Public,Public,0.02,2,41.635696,-70.286578,41.63568,-70.286089,Atlantic Ocean,Open Coast,,
MA,2021,MA514992,Eugenia Fortes,BARNSTABLE,Public,Public,0.115,2,41.63144,-70.30031,41.63283,-70.29917,,,,
MA,2021,MA813034,FBBC,BARNSTABLE,null,,0.21,,41.53916285,-70.63017193,41.53824123,-70.63360902,Atlantic Ocean,Open Coast,,
MA,2021,MA958660,FISHERMAN'S LANDING,BARNSTABLE,null,,,,,,,,"Long Pond, Centerville",,,
MA,2021,MA402437,FLAX POND,BARNSTABLE,null,,0.012,,,,,,Flax Pond,,,
MA,2021,MA815901,Falmouth Associates - 564 Surf Drive,BARNSTABLE,Private,Private,0.11,2,41.53704,-70.63687,41.53806,-70.63518,,,,
MA,2021,MA723858,Falmouth Heights East,BARNSTABLE,Public,Public,0.11,2,41.54535,-70.59401,41.54574,-70.59205,,,,
MA,2021,MA421310,Falmouth Heights West,BARNSTABLE,Public,Public,0.17,2,41.54462,-70.59726,41.54535,-70.59401,,,,
MA,2021,MA276288,Falmouth Yacht Club,BARNSTABLE,Private,Private,0.111,2,41.52772,-70.67705,41.52729,-70.67508,,,,
MA,2021,MA560831,Fay Road,BARNSTABLE,null,,0.115,,41.52953579,-70.64626776,41.52808231,-70.64732829,Atlantic Ocean,Open Coast,,
MA,2021,MA871439,Fifth Ave (boat launch),BARNSTABLE,Public,Public,0.01,2,,,,,,,,
MA,2021,MA377157,First Encounter - Spit River,BARNSTABLE,Public,Public,0.29,2,41.81723,-70.00407,41.81742,-70.00115,,,,
MA,2021,MA687258,First Encounter Beach,BARNSTABLE,Public,Public,0.3,2,41.82258,-70.00399,41.81723,-70.00407,,,,
MA,2021,MA171456,Fisher,BARNSTABLE,Public,Public,0.082,3,41.98479,-70.07767,41.98361,-70.07753,,,,
MA,2021,MA102069,Follins Pond,BARNSTABLE,Public,Public,0.034,2,41.71008,-70.18683,41.71012,-70.18667,,,,
MA,2021,MA589398,Follins Pond,BARNSTABLE,Public,Public,0.037,2,41.70526,-70.17504,41.70474,-70.17487,,,,
MA,2021,MA159424,Forest Street Beach,BARNSTABLE,Public,Public,0.505,2,41.6691,-70.02646,41.67055,-70.01769,,,,
MA,2021,MA969747,Foster Road,BARNSTABLE,null,,0.007,,41.54830075,-70.56295186,41.54829376,-70.56332816,Atlantic Ocean,Open Coast,,
MA,2021,MA408459,Fox Hill,BARNSTABLE,null,,0.038,,41.71634416,-69.98106791,41.71606884,-69.98165173,Atlantic Ocean,Open Coast,,
MA,2021,MA819769,Fox Run Association,BARNSTABLE,null,,0.059,,41.71910421,-69.96988337,41.71890343,-69.96877154,Atlantic Ocean,Open Coast,,
MA,2021,MA544391,Fox Run Landing,BARNSTABLE,null,,0.01,,41.7186132,-69.96716395,41.71856737,-69.96691009,Atlantic Ocean,Open Coast,,
MA,2021,MA922528,GOOSE POND,BARNSTABLE,null,,0.2,,,,,,Goose Pond,,,
MA,2021,MA253281,Gilder Road Beach,BARNSTABLE,Public,Public,0.078,2,41.73493,-70.62076,41.73415,-70.62175,,,,
MA,2021,MA466845,Gilder Road Beach,BARNSTABLE,null,,0.078,,41.73707009,-70.62102292,41.73772634,-70.61995886,Atlantic Ocean,Open Coast,,
MA,2021,MA873045,Gilman Inn,BARNSTABLE,null,,0.014,,41.77294827,-69.95302077,41.77267949,-69.95296601,Atlantic Ocean,Open Coast,,
MA,2021,MA998571,Glendon Road - East,BARNSTABLE,Public,Public,0.03,2,41.65065,-70.1433,41.65074,-70.1427,,,,
MA,2021,MA659742,Glendon Road - West,BARNSTABLE,Public,Public,0.05,2,41.65066,-70.14423,41.65065,-70.1433,,,,
MA,2021,MA194054,Grand Isle Drive,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA225468,Gray's Beach,BARNSTABLE,Public,Public,0.073,2,41.72305,-70.23566,41.72343,-70.23452,,,,
MA,2021,MA223002,Great Hollow,BARNSTABLE,Public,Public,0.036,3,42.0098,-70.08332,42.0103,-70.08351,,,,
MA,2021,MA921506,Great Island Ocean Club,BARNSTABLE,null,,0.26,,41.63389903,-70.22901762,41.63261744,-70.23373032,Atlantic Ocean,Open Coast,,
MA,2021,MA670782,Green Harbor Hotel,BARNSTABLE,null,,0.062,,41.57076005,-70.56657816,41.57158321,-70.56618287,Atlantic Ocean,Open Coast,,
MA,2021,MA442429,Grey Neck,BARNSTABLE,Public,Public,0.048,2,41.66094,-70.09971,41.66115,-70.09883,,,,
MA,2021,MA216098,HAMBLIN POND,BARNSTABLE,null,,,,,,,,Hamblin Pond,,,
MA,2021,MA512984,HATHAWAY'S POND,BARNSTABLE,null,,,,,,,,"Hathaway's Pond, Barnstable",,,
MA,2021,MA828337,Haigis,BARNSTABLE,Public,Public,0.062,2,41.65077,-70.14909,41.65055,-70.14793,,,,
MA,2021,MA648803,Halliday Acres,BARNSTABLE,Private,Private,0.13,2,41.77448,-70.05972,41.775,-70.0572,,,,
MA,2021,MA835195,Harbor Cove Yacht Club,BARNSTABLE,null,,0.052,,41.7117635,-69.97922238,41.71119879,-69.97871321,Atlantic Ocean,Open Coast,,
MA,2021,MA486070,Harbor Road,BARNSTABLE,null,,0,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA825255,Harborview,BARNSTABLE,Public,Public,0.043,2,41.75633,-70.15676,41.75654,-70.15598,,,,
MA,2021,MA362280,Hardings East,BARNSTABLE,Public,Public,1.1,2,41.66775,-69.99723,41.65819,-69.98279,,,,
MA,2021,MA202885,Hardings Shores Association,BARNSTABLE,null,,0.139,,41.66881972,-69.99986175,41.67014121,-70.0019284,Atlantic Ocean,Open Coast,,
MA,2021,MA344903,Hardings West,BARNSTABLE,Public,Public,0.16,2,41.66904,-69.99979,41.66775,-69.99723,,,,
MA,2021,MA627070,Hawthorne Motel,BARNSTABLE,Private,Private,0.031,2,41.68298,-69.94949,41.68253,-69.94939,,,,
MA,2021,MA712301,Head of the Meadow (National Seashore),BARNSTABLE,Public,Public,4.617,2,42.07676,-70.15454,42.04886,-70.07334,,,,
MA,2021,MA655640,Head of the Meadow (National),BARNSTABLE,Public,Public,4.61,2,42.07700443,-70.15434727,42.04904475,-70.07239221,Atlantic Ocean,Open Coast,,
MA,2021,MA803827,Head of the Meadow (Town),BARNSTABLE,Public,Public,0.128,3,42.05262,-70.08034,42.05157,-70.07827,,,,
MA,2021,MA479942,Herring Cove,BARNSTABLE,null,,5.31,,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA233164,Herring Cove (National Seashore),BARNSTABLE,Public,Public,5.31,2,42.05915,-70.23539,42.03435,-70.16733,,,,
MA,2021,MA937664,Herring Cove (National),BARNSTABLE,Public,Public,5.31,2,42.03426041,-70.16742142,42.05898183,-70.23538089,Atlantic Ocean,Open Coast,,
MA,2021,MA788803,Hideaway Village Association,BARNSTABLE,Private,Private,0.349,2,41.76377,-70.62269,41.76374,-70.61702,,,,
MA,2021,MA455263,Horizons,BARNSTABLE,null,,0.069,,42.04359428,-70.10804134,42.04430121,-70.10918122,Atlantic Ocean,Open Coast,,
MA,2021,MA640881,Howes Street,BARNSTABLE,Public,Public,0.062,2,41.75052,-70.18586,41.75056,-70.18466,,,,
MA,2021,MA442481,Hyannis Yacht Club,BARNSTABLE,Private,Private,0.034,2,41.63955,-70.27779,41.63905,-70.27782,,,,
MA,2021,MA571350,Indian Neck,BARNSTABLE,Public,Public,0.28,3,41.92491,-70.03389,41.92127,-70.03206,,,,
MA,2021,MA594400,Indian Trail,BARNSTABLE,Public,Public,0.021,2,41.70995413,-70.28437652,41.70986003,-70.28336762,,,,
MA,2021,MA364061,Inman Road,BARNSTABLE,Public,Public,0.2,2,41.65524,-70.12146,41.65537,-70.11738,,,,
MA,2021,MA228270,JOSHUA'S POND,BARNSTABLE,null,,,,,,,,"Joshua's Pond, Osterville",,,
MA,2021,MA682541,Jack Knife Point,BARNSTABLE,null,,0.026,,41.76824272,-69.96176952,41.76829972,-69.96229082,Atlantic Ocean,Open Coast,,
MA,2021,MA169911,Jacknife Harbor,BARNSTABLE,Public,Public,0.15,2,41.7129,-69.99385,41.71407,-69.99151,,,,
MA,2021,MA227893,Jetty Lane,BARNSTABLE,Private,Private,0.149,2,41.61491,-70.64669,41.61279,-70.647,,,,
MA,2021,MA823928,Johnson Street,BARNSTABLE,Public,Public,0.026,2,42.05294,-70.18335,42.05321,-70.18299,,,,
MA,2021,MA054886,Kalmus Ocean,BARNSTABLE,Public,Public,0.517,2,41.63543,-70.28082,41.63272,-70.2728,,,,
MA,2021,MA316598,Kalmus Yacht,BARNSTABLE,Public,Public,0.436,2,41.63272,-70.27281,41.63728,-70.27715,,,,
MA,2021,MA701268,Kellers Corner,BARNSTABLE,Public,Public,0.07,3,,,,,Atlantic Ocean,Open Coast,,
MA,2021,MA588301,Kendal Lane,BARNSTABLE,Public,Public,0.089,2,42.05824,-70.17396,42.05879,-70.17241,,,,
MA,2021,MA700735,Kennedy Memorial/Veterans Beach,BARNSTABLE,Public,Public,0.18,2,41.6396,-70.2777,41.64194,-70.27705,,,,
MA,2021,MA811251,Kent's Point,BARNSTABLE,Public,Public,0.13,3,41.77322722,-69.96710975,41.77254689,-69.96952882,Atlantic Ocean,Open Coast,,
MA,2021,MA251641,Keyes Beach,BARNSTABLE,Public,Public,0.19,2,41.63517,-70.29272,41.63536,-70.28913,,,,
MA,2021,MA754361,King's Grant,BARNSTABLE,null,,0.084,,41.76885997,-70.0835992,41.76924565,-70.08211527,Atlantic Ocean,Open Coast,,
MA,2021,MA789600,Kingsbury,BARNSTABLE,Public,Public,0.008,2,41.83712,-70.00443,41.837,-70.00442,,,,
MA,2021,MA551484,LONG POND - LYMAN LANE,BARNSTABLE,null,,0.011,,,,,,Long Pond,,,
MA,2021,MA052834,LOVELLS POND,BARNSTABLE,null,,,,,,,,"Lovells Pond, Cotuit",,,
MA,2021,MA423205,Lighthouse,BARNSTABLE,Public,Public,0.141,2,41.67191,-69.94828,41.66993,-69.94895,,,,
MA,2021,MA511207,Linger Longer,BARNSTABLE,null,,0.096,,41.78145584,-70.03999677,41.7821055,-70.03835827,Atlantic Ocean,Open Coast,,
MA,2021,MA349158,Linnell Landing,BARNSTABLE,Public,Public,0.74,2,41.77782,-70.0486,41.78319,-70.03599,,,,
MA,2021,MA197136,Little Inn at Pleasant Bay,BARNSTABLE,Private,Private,0.035,2,41.73047,-69.99154,41.72998,-69.99172,,,,
MA,2021,MA566674,Little Island Beach Preserve,BARNSTABLE,Private,Private,0.126,2,41.61069,-70.64882,41.61208,-70.64734,,,,
MA,2021,MA276490,Little River Road,BARNSTABLE,Public,Public,0.02,2,41.623782,-70.424677,41.624118,-70.424717,Atlantic Ocean,Open Coast,,
MA,2021,MA851132,Longhill,BARNSTABLE,null,,0.1,,41.74136788,-70.39438307,41.74105457,-70.39246954,Atlantic Ocean,Open Coast,,
MA,2021,MA679664,Longnook,BARNSTABLE,Public,Public,0.079,3,42.02069,-70.03732,42.01976,-70.03641,,,,
MA,2021,MA963030,Lookout Bluff,BARNSTABLE,Private,Private,0.046,2,42.03789,-70.1011,42.03737,-70.10053,,,,
MA,2021,MA582409,Loops,BARNSTABLE,Public,Public,0.041,2,41.60636,-70.437,41.60577,-70.43714,,,,
MA,2021,MA710017,MYSTIC LAKE,BARNSTABLE,null,,,,,,,,"Mystic Lake, Marstons Mills",,,
MA,2021,MA906433,Maguire Landing,BARNSTABLE,Public,Public,0.092,3,41.92366,-69.97411,41.92236,-69.97368,,,,
MA,2021,MA615428,Malfa Road,BARNSTABLE,Public,Public,0.03,2,41.64538,-70.26842,41.64523,-70.26802,,,,
MA,2021,MA666958,Mants,BARNSTABLE,Public,Public,0.051,2,41.76235,-70.10957,41.76253,-70.10863,,,,
